"pol"	"place"	"time1"	"time2"	"PolPop_CC1"	"PolTerr_CC2"	"CapPol_CC3"	"HComplex_CC4_agg"	"Gov_CC5_agg"	"Infrastr_CC6_agg"	"InfoSys_CC7_agg"	"Texts_CC8_agg"	"Money_CC9_agg"
"Konya Plain -9600 -7001"	"Konya Plain"	-9600	-7001	14965144.9772727	1720265.20347003	170408.662280702	1	0.401008732377072	0.62571412483716	0.166753944979751	0	0.398805156573499
"Konya Plain 1093 1243"	"Konya Plain"	1093	1243	1750000	275000	35000	4.625	0.763504611330698	0.865383238588891	0.827699018538713	1	0.77
"Konya Plain 1263 1326"	"Konya Plain"	1263	1326	5250000	3800000	150000	4.875	0.763504611330698	0.96879900756033	0.82021053927604	1	0.936666666666667
"Konya Plain 1393 1402"	"Konya Plain"	1393	1402	8e+05	18000	25000	3.5	0.841367217903866	0.927613876144569	0.830384126206229	1	0.77
"Konya Plain 1421 1516"	"Konya Plain"	1421	1516	7e+06	522000	230000	5.375	1	0.963930348258706	0.888528138528139	1	0.77
"Konya Plain 1517 1682"	"Konya Plain"	1517	1682	2.8e+07	4836000	675000	7.125	1	1	0.888528138528139	1	0.77
"Konya Plain 1683 1838"	"Konya Plain"	1683	1838	2.4e+07	4710000	570000	7.125	1	1	0.888528138528139	1	0.736796875
"Konya Plain 284 394"	"Konya Plain"	284	394	5.5e+07	4250000	8e+05	6.875	0.818181818181818	1	0.827699018538713	1	0.666666666666667
"Konya Plain 395 607"	"Konya Plain"	395	607	13750000	1600000	2e+05	7.5	0.909090909090909	1	0.888528138528139	1	0.833333333333333
"Konya Plain 632 866"	"Konya Plain"	632	866	6250000	1235000	215000	7.25	0.909090909090909	1	0.714285714285714	1	0.666666666666667
"Konya Plain 867 1072"	"Konya Plain"	867	1072	10750000	520000	1e+05	7.375	0.909090909090909	1	0.714285714285714	1	0.77
"Latium -1000 -717"	"Latium"	-1000	-717	14965144.9772727	1720265.20347003	200	1.5	0.0909090909090909	0.61492755593251	0.256270447110142	0.125	0.487282522828643
"Latium -133 -31"	"Latium"	-133	-31	3e+07	2725000	4e+05	5.375	0.454545454545455	1	0.827699018538713	1	0.666666666666667
"Latium -1800 -1001"	"Latium"	-1800	-1001	14965144.9772727	3.5	160	1.125	0	0.100078802206462	0.256270447110142	0	0.403463541666667
"Latium -264 -134"	"Latium"	-264	-134	3750000	430000	210000	4.625	0.454545454545455	1	0.827699018538713	1	0.666666666666667
"Latium -31 283"	"Latium"	-31	283	6e+07	4500000	1050000	7.125	0.636363636363636	1	0.827699018538713	1	0.833333333333333
"Latium -3600 -1801"	"Latium"	-3600	-1801	14965144.9772727	1720265.20347003	170408.662280702	1	0	0.100078802206462	0.256270447110142	0	0.166666666666667
"Latium -509 -265"	"Latium"	-509	-265	550000	15650	45000	3.75	0.454545454545455	0.777777777777778	0.827699018538713	1	0.833333333333333
"Latium -716 -510"	"Latium"	-716	-510	35000	1000	30500	2.875	0.272727272727273	0.666666666666667	0.859084299923995	0.807406292328994	0.403463541666667
"Latium 1198 1308"	"Latium"	1198	1308	9e+05	44000	35000	5.125	0.849706744868035	0.888888888888889	0.857142857142857	1	0.666666666666667
"Latium 1378 1526"	"Latium"	1378	1526	6e+05	44000	29000	4.875	0.909090909090909	0.888888888888889	0.714285714285714	1	0.666666666666667
"Latium 1527 1647"	"Latium"	1527	1647	1600000	44000	10000	4.875	0.818181818181818	1	0.857142857142857	1	0.666666666666667
"Latium 1648 1800"	"Latium"	1648	1800	1900000	44000	118000	5.25	0.818181818181818	1	0.857142857142857	1	0.833333333333333
"Latium 284 394"	"Latium"	284	394	5.5e+07	4250000	8e+05	6.875	0.818181818181818	1	0.827699018538713	1	0.666666666666667
"Latium 395 457"	"Latium"	395	457	14965144.9772727	2e+06	5e+05	7.625	0.909090909090909	0.978267523722069	0.827699018538713	1	0.666666666666667
"Latium 493 554"	"Latium"	493	554	5500000	635000	150000	5.5	0.727272727272727	1	0.827699018538713	1	0.77
"Latium 568 710"	"Latium"	568	710	1e+06	50000	77500	5.25	0.636363636363636	1	0.827699018538713	1	0.77
"Latium 711 903"	"Latium"	711	903	917500	50000	70000	5.25	0.667888563049853	0.963930348258706	0.827699018538713	1	0.633463541666667
"Latium 904 1197"	"Latium"	904	1197	775000	6000	35000	5.75	0.909090909090909	0.888888888888889	0.714285714285714	1	0.666666666666667
"Lena River Valley 1400 1642"	"Lena River Valley"	1400	1642	14965144.9772727	1720265.20347003	100	1.5	0	0	0.174242424242424	0	0.166666666666667
"Lena River Valley 1643 1900"	"Lena River Valley"	1643	1900	14965144.9772727	1720265.20347003	170408.662280702	1.5	0.363636363636364	0.111111111111111	0.745670995670996	0.25	0.333333333333333
"Lowland Andes 1534 1830"	"Lowland Andes"	1534	1830	300	16	300	1.875	0	0.222222222222222	0.0313852813852814	0	0.333333333333333
"Lowland Andes 1831 1931"	"Lowland Andes"	1831	1931	14965144.9772727	1720265.20347003	300	1.75	0	0.111111111111111	0.0313852813852814	0	0.5
"Middle Ganga -187 -65"	"Middle Ganga"	-187	-65	5.9e+07	4e+06	160000	4.14639720613096	0.605158254101677	0.799928596746327	0.827699018538713	0.900678294573643	0.66644918949531
"Middle Ganga -3000 -600"	"Middle Ganga"	-3000	-600	14965144.9772727	1720265.20347003	170408.662280702	3.52139720613096	0.580672710991492	0.779759913211307	0.680299781197258	0.642525218529877	0.58918054618893
"Middle Ganga -324 -188"	"Middle Ganga"	-324	-188	1.8e+07	4e+06	50000	5.25	0.763504611330698	1	0.827699018538713	0.900678294573643	0.77
"Middle Ganga -600 -325"	"Middle Ganga"	-600	-325	14965144.9772727	1720265.20347003	30000	3.5	0.320398215559506	0.837808861603375	0.496375378063655	0.15672799775535	0.333333333333333
"Middle Ganga -64 34"	"Middle Ganga"	-64	34	14965144.9772727	1720265.20347003	170408.662280702	4.08944276968012	0.605158254101677	0.799928596746327	0.82021053927604	0.900678294573643	0.58918054618893
"Middle Ganga -7000 -3000"	"Middle Ganga"	-7000	-3000	14965144.9772727	1720265.20347003	170408.662280702	3.27139720613096	0.580672710991492	0.779759913211307	0.680299781197258	0.642525218529877	0.58918054618893
"Middle Ganga 1090 1202"	"Middle Ganga"	1090	1202	14965144.9772727	325000	86000	4.19815287606309	0.605158254101677	0.799928596746327	0.776347360201594	0.807406292328994	0.58918054618893
"Middle Ganga 1206 1525"	"Middle Ganga"	1206	1525	14965144.9772727	3e+06	3e+05	7	0.925236925236925	1	0.815221120849548	0.964285714285714	0.966796875
"Middle Ganga 1526 1803"	"Middle Ganga"	1526	1803	1.3e+08	3850000	4e+05	4.5	0.980371900826446	0.97983131646498	0.827699018538713	0.918863179074447	0.800130208333333
"Middle Ganga 320 514"	"Middle Ganga"	320	514	14965144.9772727	850000	150000	5.875	0.677709388453571	0.864800164035689	0.783835839464266	1	0.729782522828643
"Middle Ganga 35 319"	"Middle Ganga"	35	319	13750000	2250000	1e+05	4.25	0.721100706510686	0.867568675686757	0.827699018538713	0.900678294573643	0.77
"Middle Ganga 550 606"	"Middle Ganga"	550	606	14965144.9772727	1720265.20347003	170408.662280702	4.08944276968012	0.605158254101677	0.779759913211307	0.776347360201594	0.854684229291744	0.58918054618893
"Middle Ganga 650 779"	"Middle Ganga"	650	779	14965144.9772727	1720265.20347003	120000	4.43974644331456	0.715848614164579	0.816076385325444	0.776347360201594	0.900678294573643	0.58918054618893
"Middle Ganga 780 809"	"Middle Ganga"	780	809	5500000	6e+05	1e+05	5	0.75516508436653	0.906293662942437	0.757077108527638	0.875	0.77
"Middle Ganga 810 1030"	"Middle Ganga"	810	1030	14965144.9772727	1e+06	72000	4.08944276968012	0.605158254101677	0.799928596746327	0.776347360201594	0.854684229291744	0.58918054618893
"Middle Yellow River Valley -1122 -795"	"Middle Yellow River Valley"	-1122	-795	10500000	850000	1e+05	4.5	0.798109145168529	0.91140806224406	0.827699018538713	0.905172413793103	0.466796875
"Middle Yellow River Valley -1250 -1123"	"Middle Yellow River Valley"	-1250	-1123	5e+06	1e+06	4000	3.75	0.539282524692504	0.87517761629506	0.827699018538713	0.678239504244163	0.5
"Middle Yellow River Valley -1650 -1251"	"Middle Yellow River Valley"	-1650	-1251	2500000	375000	59500	3.125	0.432356122658479	0.853857403092928	0.650594665482269	0.719239504244163	0.466796875
"Middle Yellow River Valley -1850 -1651"	"Middle Yellow River Valley"	-1850	-1651	68000	15000	16750	3.125	0.429765824160411	0.811956243279977	0.830384126206229	0.678239504244163	0.462138489906832
"Middle Yellow River Valley -202 9"	"Middle Yellow River Valley"	-202	9	52500000	2433000	325000	5.875	0.789807162534435	0.988967691095351	0.857142857142857	0.957255747126437	0.77
"Middle Yellow River Valley -3000 -1900"	"Middle Yellow River Valley"	-3000	-1900	14965144.9772727	1750	30500	3.75510731251393	0.426228536105491	0.793399939559317	0.614219965670495	0.642525218529877	0.495341614906832
"Middle Yellow River Valley -338 -207"	"Middle Yellow River Valley"	-338	-207	4e+07	340000	2e+05	5.2467008797654	0.817065699923634	0.967893217893218	0.857142857142857	0.875	0.662008281573499
"Middle Yellow River Valley -488 -223"	"Middle Yellow River Valley"	-488	-223	14965144.9772727	90000	170408.662280702	4.2467008797654	0.834785603066235	0.935540695786437	0.827699018538713	0.736305462544082	0.662008281573499
"Middle Yellow River Valley -5000 -3001"	"Middle Yellow River Valley"	-5000	-3001	20000	1720265.20347003	350	3.00510731251393	0.452222318575156	0.556182538797934	0.287655728495423	0	0.295471823240166
"Middle Yellow River Valley -794 -489"	"Middle Yellow River Valley"	-794	-489	14965144.9772727	160000	170408.662280702	3.9967008797654	0.854413702239789	0.920544436874431	0.827699018538713	0.875	0.5
"Middle Yellow River Valley 1127 1234"	"Middle Yellow River Valley"	1127	1234	49500000	3600000	170408.662280702	4.2014519962977	1	0.952651218981213	0.857142857142857	1	0.858477366255144
"Middle Yellow River Valley 1271 1367"	"Middle Yellow River Valley"	1271	1367	72745500	17500000	8e+05	6	1	0.963683527885863	0.857142857142857	1	0.858477366255144
"Middle Yellow River Valley 1368 1643"	"Middle Yellow River Valley"	1368	1643	80454350	4427500	150000	5.5	0.818181818181818	1	0.857142857142857	1	0.666666666666667
"Middle Yellow River Valley 1644 1795"	"Middle Yellow River Valley"	1644	1795	1.2e+08	13100000	745400	6.75	0.829420568485326	1	0.857142857142857	1	0.666666666666667
"Middle Yellow River Valley 1796 1912"	"Middle Yellow River Valley"	1796	1912	321500000	11300000	890892	6.625	0.909090909090909	1	0.745670995670996	1	0.833333333333333
"Middle Yellow River Valley 25 219"	"Middle Yellow River Valley"	25	219	37438704	2500000	1e+05	5.375	0.909090909090909	1	0.857142857142857	0.875	0.603333333333333
"Middle Yellow River Valley 265 317"	"Middle Yellow River Valley"	265	317	16163863	4500000	6e+05	5.75	0.793188684427355	0.963683527885863	0.857142857142857	1	0.691810699588477
"Middle Yellow River Valley 386 557"	"Middle Yellow River Valley"	386	557	3.2e+07	5e+05	6e+05	4.75	0.581686429512516	0.927613876144569	1	0.952722063037249	0.800130208333333
"Middle Yellow River Valley 581 617"	"Middle Yellow River Valley"	581	617	4.6e+07	3050000	5e+05	4.5	0.818181818181818	0.856782106782107	0.857142857142857	1	0.691810699588477
"Middle Yellow River Valley 618 762"	"Middle Yellow River Valley"	618	762	3.7e+07	3600000	1e+06	6	1	1	0.857142857142857	1	0.691810699588477
"Middle Yellow River Valley 763 907"	"Middle Yellow River Valley"	763	907	6e+07	8e+05	1e+06	4.875	1	1	0.857142857142857	1	0.691810699588477
"Middle Yellow River Valley 960 1126"	"Middle Yellow River Valley"	960	1126	8e+07	2633500	5e+05	6.5	1	1	0.857142857142857	1	0.858477366255144
"Niger Inland Delta -250 49"	"Niger Inland Delta"	-250	49	250	7.5	125	2.50510731251393	0.518138275729784	0.701413587282776	0.256270447110142	0	0.58918054618893
"Niger Inland Delta 1100 1202"	"Niger Inland Delta"	1100	1202	1250000	375000	17500	3.625	0.667888563049853	0.756457564575646	0.827699018538713	0.854684229291744	0.77
"Niger Inland Delta 1235 1410"	"Niger Inland Delta"	1235	1410	4500000	1800000	14500	3.625	0.641630674375857	0.906293662942437	0.827699018538713	0.906767562625078	0.845833333333333
"Niger Inland Delta 1494 1591"	"Niger Inland Delta"	1494	1591	4500000	650000	60000	4.25	0.811175554162931	0.931331005779081	0.82021053927604	1	0.833333333333333
"Niger Inland Delta 1591 1618"	"Niger Inland Delta"	1591	1618	2500000	447000	125000	4.5	0.811175554162931	0.885129641778416	0.859084299923995	0.964285714285714	0.704310699588477
"Niger Inland Delta 1640 1711"	"Niger Inland Delta"	1640	1711	2e+06	250000	170408.662280702	2.5	0.0909090909090909	0.688978279842922	0.364880379767983	0.125	0.652513879522264
"Niger Inland Delta 1712 1818"	"Niger Inland Delta"	1712	1818	3500000	4e+05	30000	4.25	0.761350408126937	0.800923934375328	0.724162960271704	0.809261694080477	0.690375389615431
"Niger Inland Delta 400 899"	"Niger Inland Delta"	400	899	18000	1100	7500	3.13010731251393	0.279221521328952	0.810335002781442	0.256270447110142	0	0.593838931282098
"Niger Inland Delta 50 399"	"Niger Inland Delta"	50	399	2500	1000	1250	2.88010731251393	0.518138275729784	0.701413587282776	0.256270447110142	0	0.593838931282098
"Niger Inland Delta 700 1077"	"Niger Inland Delta"	700	1077	1125000	375000	17500	3.5	0.667888563049853	0.736128086832919	0.256270447110142	0	0.7825
"Niger Inland Delta 900 999"	"Niger Inland Delta"	900	999	27500	1100	25000	3.44815287606309	0.543131409484247	0.906293662942437	0.256270447110142	0	0.749296875
"North Colombia 1050 1524"	"North Colombia"	1050	1524	4543.5	150	2550	1.75	0.384211648301565	0.963930348258706	0.287655728495423	0	0.690375389615431
"North Colombia 250 1049"	"North Colombia"	250	1049	14965144.9772727	1720265.20347003	750	2.75510731251393	0.467432280175978	0.820712455040813	0.248781967847469	0	0.58918054618893
"Orkhon Valley -1400 -300"	"Orkhon Valley"	-1400	-300	62500	875000	170408.662280702	2	0.200176138375379	0.191021229782553	0.355264410892838	0.642525218529877	0.166666666666667
"Orkhon Valley -209 -60"	"Orkhon Valley"	-209	-60	1500000	4100000	4000	3.25	0.107055107055107	0.520595316005413	0.212407268035695	0.642525218529877	0.166666666666667
"Orkhon Valley -59 99"	"Orkhon Valley"	-59	99	1250000	3600000	4000	3.25	0.29260923143023	0.520595316005413	0.355264410892838	0.642525218529877	0.166666666666667
"Orkhon Valley 100 250"	"Orkhon Valley"	100	250	1250000	3400000	170408.662280702	3.31804556354916	0.247402326984106	0.520595316005413	0.769555006216803	0	0.166666666666667
"Orkhon Valley 1126 1205"	"Orkhon Valley"	1126	1205	1e+05	80000	500	2.25	0.411307306468597	0.100078802206462	0.280942176103466	0.125	0.166666666666667
"Orkhon Valley 1206 1270"	"Orkhon Valley"	1206	1270	14965144.9772727	25221806	170408.662280702	4.5	0.752625633196903	0.920544436874431	0.793451808339412	0.816894476830353	0.77
"Orkhon Valley 1271 1367"	"Orkhon Valley"	1271	1367	72745500	17500000	8e+05	6	1	0.963683527885863	0.857142857142857	1	0.858477366255144
"Orkhon Valley 1368 1689"	"Orkhon Valley"	1368	1689	55000	2750000	170408.662280702	3.25	0.501934522376349	0.742817538227635	0.783835839464266	0.854644664422017	0.5
"Orkhon Valley 1695 1745"	"Orkhon Valley"	1695	1745	1100000	190000	170408.662280702	3	0.454545454545455	0.795182551831326	0.815221120849548	0.818930378707731	0.666666666666667
"Orkhon Valley 1796 1912"	"Orkhon Valley"	1796	1912	321500000	11300000	890892	6.625	0.909090909090909	1	0.745670995670996	1	0.833333333333333
"Orkhon Valley 300 551"	"Orkhon Valley"	300	551	750000	4e+06	170408.662280702	2.625	0.411307306468597	0.55534799537664	0.827699018538713	0.854684229291744	0.166666666666667
"Orkhon Valley 583 630"	"Orkhon Valley"	583	630	450000	4750000	170408.662280702	2.875	0.559724455936228	0.790792222115956	0.912412149073946	0.72366203945543	0.333333333333333
"Orkhon Valley 684 744"	"Orkhon Valley"	684	744	450000	3500000	170408.662280702	2.875	0.521675563784705	0.536582310376824	0.82021053927604	0.770900411548453	0.333333333333333
"Orkhon Valley 745 840"	"Orkhon Valley"	745	840	450000	2250000	170408.662280702	3.875	0.498499438123794	0.842985888395985	0.776347360201594	0.642525218529877	0.666666666666667
"Orkhon Valley 841 907"	"Orkhon Valley"	841	907	14965144.9772727	1720265.20347003	170408.662280702	3.19815287606309	0.514249163192586	0.779759913211307	0.680299781197258	0.642525218529877	0.166666666666667
"Oro PNG 1734 1883"	"Oro PNG"	1734	1883	14965144.9772727	1720265.20347003	700	2.5	0	0.111111111111111	0.317099567099567	0	0.333333333333333
"Oro PNG 1884 1942"	"Oro PNG"	1884	1942	9000	22800	700	2	0.545454545454545	0.444444444444444	0.888528138528139	0.25	0.666666666666667
"Paris Basin -1000 -901"	"Paris Basin"	-1000	-901	550	1000	100	1.25	0.315371838856338	0.779759913211307	0.680299781197258	0.642525218529877	0.657172264615431
"Paris Basin -174 -27"	"Paris Basin"	-174	-27	75000	15000	9000	3.25	0.508246075197082	0.831086760869665	0.807732641586875	0	0.736796875
"Paris Basin -2200 -1001"	"Paris Basin"	-2200	-1001	1500	1720265.20347003	1500	2.75510731251393	0.580672710991492	0.833688719557908	0.680299781197258	0.642525218529877	0.657172264615431
"Paris Basin -31 283"	"Paris Basin"	-31	283	6e+07	4500000	1050000	7.125	0.636363636363636	1	0.827699018538713	1	0.833333333333333
"Paris Basin -3200 -2201"	"Paris Basin"	-3200	-2201	1000	1720265.20347003	1000	2.63010731251393	0.580672710991492	0.833688719557908	0.680299781197258	0.642525218529877	0.690375389615431
"Paris Basin -324 -175"	"Paris Basin"	-324	-175	75000	1250	1525	3.2467008797654	0.508246075197082	0.8106712569618	0.807732641586875	0	0.749296875
"Paris Basin -474 -325"	"Paris Basin"	-474	-325	14965144.9772727	1250	3525	2.8717008797654	0.517693521506279	0.853360194224837	0.347775931630165	0	0.582630208333333
"Paris Basin -600 -475"	"Paris Basin"	-600	-475	14965144.9772727	7500	5000	2.25	0.272558339960736	0.831290383393703	0.680299781197258	0.642525218529877	0.505361565026954
"Paris Basin -700 -601"	"Paris Basin"	-700	-601	4000	2750	4000	2.25	0.315371838856338	0.810960905650976	0.680299781197258	0.642525218529877	0.593838931282098
"Paris Basin -900 -701"	"Paris Basin"	-900	-701	14965144.9772727	1750	625	2	0.377906274118046	0.790792222115956	0.680299781197258	0.642525218529877	0.593838931282098
"Paris Basin 1150 1327"	"Paris Basin"	1150	1327	3e+06	75000	27500	5.5	0.909090909090909	0.943761664723686	0.82021053927604	0.918291649003815	0.65394918949531
"Paris Basin 1328 1449"	"Paris Basin"	1328	1449	9e+06	340000	150000	5.5	1	0.943761664723686	0.82021053927604	0.908583399506833	0.66644918949531
"Paris Basin 1450 1588"	"Paris Basin"	1450	1588	1.1e+07	450000	275000	7.375	0.909090909090909	0.887115714866822	0.82021053927604	1	0.66644918949531
"Paris Basin 1589 1659"	"Paris Basin"	1589	1659	18500000	931000	2e+05	7.5	0.909090909090909	0.958511103262848	0.827699018538713	1	0.66644918949531
"Paris Basin 1660 1788"	"Paris Basin"	1660	1788	21800000	2250000	455000	7.875	0.940615835777126	0.978267523722069	0.82021053927604	1	0.820615856161976
"Paris Basin 284 473"	"Paris Basin"	284	473	5.5e+07	4250000	8e+05	6.875	0.818181818181818	1	0.827699018538713	1	0.666666666666667
"Paris Basin 481 542"	"Paris Basin"	481	542	1500000	250000	25000	4.25	0.68403457919587	1	0.82021053927604	0.828269459167501	0.7825
"Paris Basin 543 686"	"Paris Basin"	543	686	1e+06	230000	25000	4.375	0.688741536567623	1	0.776347360201594	0.918291649003815	0.7825
"Paris Basin 687 750"	"Paris Basin"	687	750	1e+06	250000	25000	4.375	0.652509652509653	1	0.82021053927604	0.918291649003815	0.704310699588477
"Paris Basin 752 839"	"Paris Basin"	752	839	1.5e+07	1100000	25000	4.5	0.543300342250784	0.737730059396913	0.827699018538713	1	0.749296875
"Paris Basin 840 986"	"Paris Basin"	840	986	6500000	675000	10000	4.5	0.630191615601595	0.911654882616904	0.783835839464266	0.831869113792547	0.77
"Paris Basin 987 1149"	"Paris Basin"	987	1149	750000	15000	25000	5	0.355296836672195	0.832650553612575	0.776347360201594	0.877291649003815	0.744638489906832
"Sogdiana -129 29"	"Sogdiana"	-129	29	162500	15000	170408.662280702	2.625	0.624786353275231	0.763981559391656	0.825952842852388	0.952722063037249	0.736796875
"Sogdiana -1400 -1000"	"Sogdiana"	-1400	-1000	14965144.9772727	1720265.20347003	170408.662280702	1.125	0.580672710991492	0.520434521797706	0.28016724923275	0	0.58918054618893
"Sogdiana -2000 -1401"	"Sogdiana"	-2000	-1401	14965144.9772727	10750	150	3.52139720613096	0.4691883354172	0.812524698393887	0.28016724923275	0	0.403463541666667
"Sogdiana -248 -130"	"Sogdiana"	-248	-130	1750000	7e+05	37500	3.625	0.683752704194531	0.856536366782108	0.82021053927604	1	0.77
"Sogdiana -300 -249"	"Sogdiana"	-300	-249	1.6e+07	1387500	75000	5.125	0.768771649342919	0.978679786797868	0.82021053927604	0.913577464788732	0.749296875
"Sogdiana -3500 -2001"	"Sogdiana"	-3500	-2001	14965144.9772727	1720265.20347003	4375	3.77139720613096	0.514249163192586	0.853022859671634	0.28016724923275	0	0.403463541666667
"Sogdiana -520 -330"	"Sogdiana"	-520	-330	2.6e+07	4e+06	2e+05	5.875	1	1	0.857142857142857	1	0.77
"Sogdiana -750 -600"	"Sogdiana"	-750	-600	14965144.9772727	1720265.20347003	25000	2.50840643274854	0.41980258829378	0.652709654072838	0.28016724923275	0	0.403463541666667
"Sogdiana -999 -751"	"Sogdiana"	-999	-751	75000	1720265.20347003	25000	4.14639720613096	0.580672710991492	0.833688719557908	0.248781967847469	0	0.398805156573499
"Sogdiana 1263 1361"	"Sogdiana"	1263	1361	2e+06	3500000	170408.662280702	3.5	0.720266463253841	0.764972294851061	0.827699018538713	0.954577464788732	0.671107574588477
"Sogdiana 1370 1526"	"Sogdiana"	1370	1526	4.9e+07	5500000	150000	5.125	0.735574709906821	0.936692225453548	0.82021053927604	1	0.744638489906832
"Sogdiana 1599 1747"	"Sogdiana"	1599	1747	950000	225000	170408.662280702	4.875	0.66773291710884	0.8964128837049	0.776347360201594	0.947916666666667	0.66644918949531
"Sogdiana 231 425"	"Sogdiana"	231	425	5e+06	2900000	1e+05	6	0.545454545454545	0.988967691095351	0.718203347879684	0.921541461412151	0.732138489906832
"Sogdiana 30 230"	"Sogdiana"	30	230	13750000	2250000	1e+05	4.25	0.721100706510686	0.867568675686757	0.827699018538713	0.900678294573643	0.77
"Sogdiana 426 563"	"Sogdiana"	426	563	26500000	2e+06	170408.662280702	3	0.655822802770654	0.863154571931006	0.849654377880184	1	0.77
"Sogdiana 564 603"	"Sogdiana"	564	603	1750000	3150000	170408.662280702	3.25	0.703493745602887	0.764972294851061	0.827699018538713	1	0.735361565026954
"Sogdiana 604 711"	"Sogdiana"	604	711	32500	15000	27500	3	0.818181818181818	0.777777777777778	0.859084299923995	1	0.833333333333333
"Sogdiana 750 946"	"Sogdiana"	750	946	2.1e+07	1e+06	3e+05	5	0.636363636363636	1	0.857142857142857	1	0.77
"Sogdiana 876 990"	"Sogdiana"	876	990	6e+06	6e+05	130000	5	0.909090909090909	1	0.82021053927604	1	0.77
"Sogdiana 991 1212"	"Sogdiana"	991	1212	2250000	1400000	3e+05	4.5	0.909090909090909	0.821618244707926	0.82021053927604	1	0.77
"Southern China Hills 1701 1895"	"Southern China Hills"	1701	1895	175000	10100	7500	2.75840643274854	0.38084304178746	0.769181984858417	0.28016724923275	0	0.5
"Southern China Hills 1896 1941"	"Southern China Hills"	1896	1941	14965144.9772727	1720265.20347003	170408.662280702	1.5	0.066423547798906	0.333333333333333	0.430512871352566	0.125	0.333333333333333
"Southern Mesopotamia -1005 -980"	"Southern Mesopotamia"	-1005	-980	14965144.9772727	1720265.20347003	170408.662280702	4.13340643274854	0.375838062217799	0.900375753339411	0.677353396418897	1	0.5
"Southern Mesopotamia -1153 -1027"	"Southern Mesopotamia"	-1153	-1027	14965144.9772727	1720265.20347003	170408.662280702	4.00840643274854	0.540591942141778	0.900375753339411	0.82021053927604	1	0.5
"Southern Mesopotamia -143 40"	"Southern Mesopotamia"	-143	40	75000	280000	450000	4.75	0.64466561899773	1	0.82021053927604	1	0.691810699588477
"Southern Mesopotamia -1595 -1154"	"Southern Mesopotamia"	-1595	-1154	14965144.9772727	225000	170408.662280702	3.88340643274854	0.568966597789161	0.900375753339411	0.82021053927604	1	0.5
"Southern Mesopotamia -1894 -1596"	"Southern Mesopotamia"	-1894	-1596	14965144.9772727	450000	170408.662280702	4.50510731251393	0.670943748485988	0.946483456729198	0.793451808339412	0.729519283811776	0.627042056282098
"Southern Mesopotamia -2003 -1895"	"Southern Mesopotamia"	-2003	-1895	14965144.9772727	1720265.20347003	2e+05	4.625	0.636363636363636	0.932482535446193	0.82021053927604	0.912202380952381	0.333333333333333
"Southern Mesopotamia -2112 -2004"	"Southern Mesopotamia"	-2112	-2004	2e+05	1720265.20347003	2e+05	4.625	0.683420892205827	0.858726062394552	0.800940287602085	0.811900411548453	0.432008281573499
"Southern Mesopotamia -2350 -2150"	"Southern Mesopotamia"	-2350	-2150	14965144.9772727	725000	30000	4.75	0.667888563049853	0.942363314683731	0.798998844820947	0.947916666666667	0.436666666666667
"Southern Mesopotamia -2900 -2351"	"Southern Mesopotamia"	-2900	-2351	53250	10700	170408.662280702	4.39639720613096	0.539242296947049	0.873878513344668	0.716227157066852	0.766477876337186	0.432008281573499
"Southern Mesopotamia -312 -144"	"Southern Mesopotamia"	-312	-144	1.6e+07	1387500	75000	5.125	0.768771649342919	0.978679786797868	0.82021053927604	0.913577464788732	0.749296875
"Southern Mesopotamia -4200 -3000"	"Southern Mesopotamia"	-4200	-3000	30500	1900	28500	4.14639720613096	0.448679675209305	0.8687630336702	0.716227157066852	0.171541461412151	0.495341614906832
"Southern Mesopotamia -539 -331"	"Southern Mesopotamia"	-539	-331	2.6e+07	4e+06	2e+05	5.875	1	1	0.857142857142857	1	0.77
"Southern Mesopotamia -5500 -4201"	"Southern Mesopotamia"	-5500	-4201	14965144.9772727	1720265.20347003	1000	3.00510731251393	0.514249163192586	0.757898742931933	0.287655728495423	0	0.495341614906832
"Southern Mesopotamia -626 -538"	"Southern Mesopotamia"	-626	-538	14965144.9772727	8e+05	170408.662280702	5.00840643274854	0.654015068738239	0.87785657998424	0.827699018538713	0.902494131455399	0.5
"Southern Mesopotamia -729 -627"	"Southern Mesopotamia"	-729	-627	6e+06	1400000	10000	4.375	0.454545454545455	0.912153057703466	0.82021053927604	0.812511506488813	0.436666666666667
"Southern Mesopotamia -9000 -5501"	"Southern Mesopotamia"	-9000	-5501	14965144.9772727	1720265.20347003	170408.662280702	3.52139720613096	0.514249163192586	0.433862578436677	0.680299781197258	0.642525218529877	0.58918054618893
"Southern Mesopotamia -979 -732"	"Southern Mesopotamia"	-979	-732	14965144.9772727	1720265.20347003	170408.662280702	4.13340643274854	0.401177665143609	0.900375753339411	0.677353396418897	0.25	0.5
"Southern Mesopotamia 1056 1190"	"Southern Mesopotamia"	1056	1190	12100000	4250000	750000	4.625	0.818181818181818	0.988967691095351	0.82021053927604	1	0.77
"Southern Mesopotamia 1191 1207"	"Southern Mesopotamia"	1191	1207	3900000	750000	1e+06	4.25	0.749604067179151	0.912153057703466	0.827699018538713	1	0.691810699588477
"Southern Mesopotamia 1263 1335"	"Southern Mesopotamia"	1263	1335	5250000	3800000	150000	4.875	0.763504611330698	0.96879900756033	0.82021053927604	1	0.936666666666667
