"pol"	"place"	"time1"	"time2"	"PolPop_CC1"	"PolTerr_CC2"	"CapPol_CC3"	"HComplex_CC4_agg"	"Gov_CC5_agg"	"Infrastr_CC6_agg"	"InfoSys_CC7_agg"	"Texts_CC8_agg"	"Money_CC9_agg"
"Southern Mesopotamia 1394 1470"	"Southern Mesopotamia"	1394	1470	4.9e+07	5500000	150000	5.125	0.735574709906821	0.936692225453548	0.82021053927604	1	0.744638489906832
"Southern Mesopotamia 1471 1533"	"Southern Mesopotamia"	1471	1533	9e+06	2700000	2e+05	5.625	0.818181818181818	1	0.827699018538713	1	0.749296875
"Southern Mesopotamia 1534 1682"	"Southern Mesopotamia"	1534	1682	2.8e+07	4836000	675000	7.125	1	1	0.888528138528139	1	0.77
"Southern Mesopotamia 1683 1838"	"Southern Mesopotamia"	1683	1838	2.4e+07	4710000	570000	7.125	1	1	0.888528138528139	1	0.736796875
"Southern Mesopotamia 220 498"	"Southern Mesopotamia"	220	498	5e+06	2900000	1e+05	6	0.545454545454545	0.988967691095351	0.718203347879684	0.921541461412151	0.732138489906832
"Southern Mesopotamia 41 219"	"Southern Mesopotamia"	41	219	4750000	1800000	30000	4.75	0.64466561899773	1	0.82021053927604	1	0.691810699588477
"Southern Mesopotamia 499 635"	"Southern Mesopotamia"	499	635	8900000	3050000	4e+05	6.125	0.727272727272727	0.931734018190036	0.82021053927604	1	0.736796875
"Southern Mesopotamia 661 749"	"Southern Mesopotamia"	661	749	2.8e+07	9e+06	3e+05	4.125	0.636363636363636	1	0.857142857142857	1	0.77
"Southern Mesopotamia 750 946"	"Southern Mesopotamia"	750	946	2.1e+07	1e+06	3e+05	5	0.636363636363636	1	0.857142857142857	1	0.77
"Southern Mesopotamia 947 1055"	"Southern Mesopotamia"	947	1055	5e+06	9e+05	512500	5.125	0.699305101135005	0.932482535446193	0.776347360201594	0.954577464788732	0.582630208333333
"Susiana -1100 -901"	"Susiana"	-1100	-901	14965144.9772727	1720265.20347003	170408.662280702	4.08944276968012	0.467432280175978	0.690381278378126	0.687788260459931	0.642525218529877	0.403463541666667
"Susiana -1200 -1101"	"Susiana"	-1200	-1101	14965144.9772727	275000	170408.662280702	4	0.731423647026764	0.895507094037787	0.857142857142857	0.76466203945543	0.436666666666667
"Susiana -1400 -1201"	"Susiana"	-1400	-1201	14965144.9772727	310000	11375	4	0.678055857624918	0.853605934224836	0.830384126206229	0.76466203945543	0.403463541666667
"Susiana -143 24"	"Susiana"	-143	24	75000	280000	450000	4.75	0.64466561899773	1	0.82021053927604	1	0.691810699588477
"Susiana -1500 -1401"	"Susiana"	-1500	-1401	14965144.9772727	245000	3750	4	0.678055857624918	0.811956243279977	0.857142857142857	0.76466203945543	0.403463541666667
"Susiana -1700 -1501"	"Susiana"	-1700	-1501	14965144.9772727	1720265.20347003	15125	3.875	0.703048991379381	0.884474785133138	0.857142857142857	0.76466203945543	0.415963541666667
"Susiana -1900 -1701"	"Susiana"	-1900	-1701	14965144.9772727	1720265.20347003	16250	3.875	0.678055857624918	0.884474785133138	0.830384126206229	0.76466203945543	0.436666666666667
"Susiana -2028 -1901"	"Susiana"	-2028	-1901	14965144.9772727	1720265.20347003	16250	3.625	0.650125956201041	0.801492389489237	0.857142857142857	0.72366203945543	0.432008281573499
"Susiana -2112 -2029"	"Susiana"	-2112	-2029	2e+05	1720265.20347003	2e+05	4.625	0.683420892205827	0.858726062394552	0.800940287602085	0.811900411548453	0.432008281573499
"Susiana -2250 -2113"	"Susiana"	-2250	-2113	14965144.9772727	725000	30000	4.75	0.667888563049853	0.942363314683731	0.798998844820947	0.947916666666667	0.436666666666667
"Susiana -2675 -2251"	"Susiana"	-2675	-2251	14965144.9772727	250000	5750	3.5	0.564750832639396	0.91140806224406	0.830384126206229	0.810656104737329	0.627042056282098
"Susiana -3100 -2676"	"Susiana"	-3100	-2676	14965144.9772727	1720265.20347003	6250	2.875	0.517192832041965	0.747614951283441	0.830384126206229	0.810656104737329	0.627042056282098
"Susiana -312 -144"	"Susiana"	-312	-144	1.6e+07	1387500	75000	5.125	0.768771649342919	0.978679786797868	0.82021053927604	0.913577464788732	0.749296875
"Susiana -3800 -3101"	"Susiana"	-3800	-3101	15950	1720265.20347003	2625	2.875	0.614401662787348	0.767783634818461	0.830384126206229	0.810656104737329	0.627042056282098
"Susiana -4300 -3801"	"Susiana"	-4300	-3801	6400	1	875	1.75	0.222902126691278	0.731713983077167	0.256270447110142	0	0.627042056282098
"Susiana -4700 -4301"	"Susiana"	-4700	-4301	14965144.9772727	1720265.20347003	1875	1.9967008797654	0.0909090909090909	0.731713983077167	0.248781967847469	0	0.627042056282098
"Susiana -5100 -4701"	"Susiana"	-5100	-4701	14965144.9772727	1720265.20347003	1875	1.375	0.0909090909090909	0.731713983077167	0.256270447110142	0	0.627042056282098
"Susiana -539 -331"	"Susiana"	-539	-331	2.6e+07	4e+06	2e+05	5.875	1	1	0.857142857142857	1	0.77
"Susiana -5700 -5101"	"Susiana"	-5700	-5101	14965144.9772727	1720265.20347003	437.5	1.125	0.0909090909090909	0.731713983077167	0.248781967847469	0	0.627042056282098
"Susiana -6000 -5701"	"Susiana"	-6000	-5701	14965144.9772727	1720265.20347003	437.5	1	0	0.821661073024257	0.248781967847469	0	0.398805156573499
"Susiana -612 -540"	"Susiana"	-612	-540	14965144.9772727	1720265.20347003	170408.662280702	4.08944276968012	0.650125956201041	0.853605934224836	0.857142857142857	0.687947753741144	0.403463541666667
"Susiana -7000 -6001"	"Susiana"	-7000	-6001	14965144.9772727	1720265.20347003	437.5	1	0	0.529821238597672	0.248781967847469	0	0.403463541666667
"Susiana -7200 -7001"	"Susiana"	-7200	-7001	14965144.9772727	1720265.20347003	375	0.75	0.128450392416336	0.620602871966056	0.248781967847469	0	0.58918054618893
"Susiana -743 -647"	"Susiana"	-743	-647	14965144.9772727	320000	170408.662280702	3.7467008797654	0.683752704194531	0.864306101598117	0.857142857142857	0.642525218529877	0.403463541666667
"Susiana -7800 -7201"	"Susiana"	-7800	-7201	14965144.9772727	1720265.20347003	375	0.75	0.031524926686217	0.545808232969083	0.248781967847469	0	0.58918054618893
"Susiana -900 -744"	"Susiana"	-900	-744	14965144.9772727	1720265.20347003	170408.662280702	3.7467008797654	0.628675465812429	0.822656410653258	0.714546991396559	0.642525218529877	0.403463541666667
"Susiana 1056 1190"	"Susiana"	1056	1190	12100000	4250000	750000	4.625	0.818181818181818	0.988967691095351	0.82021053927604	1	0.77
"Susiana 1191 1207"	"Susiana"	1191	1207	3900000	750000	1e+06	4.25	0.749604067179151	0.912153057703466	0.827699018538713	1	0.691810699588477
"Susiana 1263 1335"	"Susiana"	1263	1335	5250000	3800000	150000	4.875	0.763504611330698	0.96879900756033	0.82021053927604	1	0.936666666666667
"Susiana 1394 1470"	"Susiana"	1394	1470	4.9e+07	5500000	150000	5.125	0.735574709906821	0.936692225453548	0.82021053927604	1	0.744638489906832
"Susiana 1471 1504"	"Susiana"	1471	1504	14965144.9772727	1800000	170408.662280702	3.75	0.664124605020977	0.87864327706148	0.82021053927604	1	0.744638489906832
"Susiana 1505 1722"	"Susiana"	1505	1722	9e+06	2700000	2e+05	5.625	0.818181818181818	1	0.827699018538713	1	0.749296875
"Susiana 1794 1925"	"Susiana"	1794	1925	8e+06	1600000	140000	3.9967008797654	0.684868822452715	0.899058780969344	0.793451808339412	1	0.66644918949531
"Susiana 220 498"	"Susiana"	220	498	5e+06	2900000	1e+05	6	0.545454545454545	0.988967691095351	0.718203347879684	0.921541461412151	0.732138489906832
"Susiana 25 215"	"Susiana"	25	215	14965144.9772727	1720265.20347003	25000	4.00510731251393	0.67043615784171	0.952651218981213	0.859084299923995	1	0.736796875
"Susiana 499 642"	"Susiana"	499	642	8900000	3050000	4e+05	6.125	0.727272727272727	0.931734018190036	0.82021053927604	1	0.736796875
"Susiana 663 749"	"Susiana"	663	749	2.8e+07	9e+06	3e+05	4.125	0.636363636363636	1	0.857142857142857	1	0.77
"Susiana 750 946"	"Susiana"	750	946	2.1e+07	1e+06	3e+05	5	0.636363636363636	1	0.857142857142857	1	0.77
"Susiana 947 1055"	"Susiana"	947	1055	5e+06	9e+05	512500	5.125	0.699305101135005	0.932482535446193	0.776347360201594	0.954577464788732	0.582630208333333
"Upper Egypt -1070 -761"	"Upper Egypt"	-1070	-761	14965144.9772727	210000	1e+05	4.75	0.68734772945687	0.888888888888889	0.827699018538713	1	0.436666666666667
"Upper Egypt -1293 -1071"	"Upper Egypt"	-1293	-1071	2500000	567000	275000	5.625	0.716393749138932	0.888888888888889	0.857142857142857	0.875	0.436666666666667
"Upper Egypt -1550 -1294"	"Upper Egypt"	-1550	-1294	3925000	650000	65000	5.625	0.716393749138932	0.888888888888889	0.827699018538713	1	0.436666666666667
"Upper Egypt -1720 -1567"	"Upper Egypt"	-1720	-1567	14965144.9772727	15000	75000	4.875	0.636363636363636	0.756457564575646	0.827699018538713	0.855216194492648	0.436666666666667
"Upper Egypt -2016 -1721"	"Upper Egypt"	-2016	-1721	2e+06	238000	30000	4.875	0.643403019939668	0.888888888888889	0.827699018538713	0.952761627906977	0.436666666666667
"Upper Egypt -2150 -2017"	"Upper Egypt"	-2150	-2017	14965144.9772727	30000	30000	3.625	0.758797653958944	0.777777777777778	0.827699018538713	0.854644664422017	0.403463541666667
"Upper Egypt -217 -32"	"Upper Egypt"	-217	-32	2500000	107000	3e+05	5.125	0.834327834327834	1	1	1	0.833333333333333
"Upper Egypt -2350 -2151"	"Upper Egypt"	-2350	-2151	1500000	187500	40000	5.625	0.702279593518264	0.888888888888889	0.827699018538713	1	0.5
"Upper Egypt -2650 -2351"	"Upper Egypt"	-2650	-2351	1250000	212500	30000	5.625	0.702279593518264	0.888888888888889	0.827699018538713	1	0.436666666666667
"Upper Egypt -2900 -2651"	"Upper Egypt"	-2900	-2651	1150000	1e+05	13000	3.625	0.0909090909090909	0.868559411146162	0.827699018538713	0.702722063037249	0.436666666666667
"Upper Egypt -305 -218"	"Upper Egypt"	-305	-218	7e+06	1e+06	1e+05	5.5	0.909090909090909	1	1	1	0.833333333333333
"Upper Egypt -31 283"	"Upper Egypt"	-31	283	6e+07	4500000	1050000	7.125	0.636363636363636	1	0.827699018538713	1	0.833333333333333
"Upper Egypt -3100 -2901"	"Upper Egypt"	-3100	-2901	1e+06	80000	13000	3.75	0.0909090909090909	0.868559411146162	0.827699018538713	0.702722063037249	0.5
"Upper Egypt -3300 -3101"	"Upper Egypt"	-3300	-3101	50000	7500	10000	2.25	0.229489124650415	0.444444444444444	0.68484187568157	0.642525218529877	0.5
"Upper Egypt -3550 -3301"	"Upper Egypt"	-3550	-3301	13000	12500	10000	2.4967008797654	0.229489124650415	0.38664231642522	0.68484187568157	0	0.5
"Upper Egypt -3800 -3551"	"Upper Egypt"	-3800	-3551	14965144.9772727	3752.5	1025	1.375	0	0.333333333333333	0.256270447110142	0	0.5
"Upper Egypt -404 -343"	"Upper Egypt"	-404	-343	2750000	550000	75000	4.625	0.636363636363636	1	0.970556161395856	1	0.77
"Upper Egypt -4400 -3801"	"Upper Egypt"	-4400	-3801	14965144.9772727	1720265.20347003	62.5	1.25	0	0.397342483798502	0.142857142857143	0	0.403463541666667
"Upper Egypt -525 -405"	"Upper Egypt"	-525	-405	2.6e+07	4e+06	2e+05	5.875	1	1	0.857142857142857	1	0.77
"Upper Egypt -655 -526"	"Upper Egypt"	-655	-526	2150000	350000	50000	4.875	0.636363636363636	0.963683527885863	0.827699018538713	1	0.436666666666667
"Upper Egypt -760 -656"	"Upper Egypt"	-760	-656	2750000	650000	65000	5.125	0.597554756805964	0.888888888888889	0.827699018538713	1	0.436666666666667
"Upper Egypt 1171 1259"	"Upper Egypt"	1171	1259	9250000	1595000	2e+05	5.375	0.818181818181818	1	0.857142857142857	1	0.666666666666667
"Upper Egypt 1260 1347"	"Upper Egypt"	1260	1347	5500000	2100000	350000	6.375	0.818181818181818	1	0.857142857142857	1	0.77
"Upper Egypt 1348 1411"	"Upper Egypt"	1348	1411	3500000	2100000	250000	6.5	0.818181818181818	1	0.857142857142857	1	0.77
"Upper Egypt 1412 1516"	"Upper Egypt"	1412	1516	3200000	2100000	275000	6	0.818181818181818	1	0.857142857142857	1	0.77
"Upper Egypt 1517 1682"	"Upper Egypt"	1517	1682	2.8e+07	4836000	675000	7.125	1	1	0.888528138528139	1	0.77
"Upper Egypt 1683 1798"	"Upper Egypt"	1683	1798	2.4e+07	4710000	570000	7.125	1	1	0.888528138528139	1	0.736796875
"Upper Egypt 284 394"	"Upper Egypt"	284	394	5.5e+07	4250000	8e+05	6.875	0.818181818181818	1	0.827699018538713	1	0.666666666666667
"Upper Egypt 395 632"	"Upper Egypt"	395	632	13750000	1600000	2e+05	7.5	0.909090909090909	1	0.888528138528139	1	0.833333333333333
"Upper Egypt 661 749"	"Upper Egypt"	661	749	2.8e+07	9e+06	3e+05	4.125	0.636363636363636	1	0.857142857142857	1	0.77
"Upper Egypt 750 867"	"Upper Egypt"	750	867	2.1e+07	1e+06	3e+05	5	0.636363636363636	1	0.857142857142857	1	0.77
"Upper Egypt 868 969"	"Upper Egypt"	868	969	6500000	9e+05	150000	4.75	0.593959731543624	1	0.857142857142857	1	0.77
"Upper Egypt 970 1170"	"Upper Egypt"	970	1170	8750000	631000	120000	6.125	0.909090909090909	1	0.857142857142857	1	0.77
"Valley of Oaxaca -100 199"	"Valley of Oaxaca"	-100	199	45000	20000	14500	3.38799077338242	0.476876794451878	0.333333333333333	0.563940092165899	0.125	0.265341614906832
"Valley of Oaxaca -1150 -701"	"Valley of Oaxaca"	-1150	-701	14965144.9772727	1720265.20347003	1383.5	1.375	0	0.165737066573065	0.248781967847469	0	0
"Valley of Oaxaca -1400 -1151"	"Valley of Oaxaca"	-1400	-1151	14965144.9772727	1720265.20347003	205.5	1	0	0.0747946389969737	0.248781967847469	0	0.265341614906832
"Valley of Oaxaca -300 -101"	"Valley of Oaxaca"	-300	-101	55000	5000	17200	2.76628989361702	0.385967703542787	0.333333333333333	0.563940092165899	0.125	0.265341614906832
"Valley of Oaxaca -500 -301"	"Valley of Oaxaca"	-500	-301	15000	1300	2000	2.26628989361702	0	0.185905750108085	0.563940092165899	0.125	0.265341614906832
"Valley of Oaxaca -700 -501"	"Valley of Oaxaca"	-700	-501	1500	275	1000	1.625	0.0712809917355372	0.0747946389969737	0.563940092165899	0.125	0.265341614906832
"Valley of Oaxaca 1101 1520"	"Valley of Oaxaca"	1101	1520	9481.5	1720265.20347003	7413	2.5	0.539593925494532	0.254954907198538	0.59532537355118	0.125	0
"Valley of Oaxaca 1516 1808"	"Valley of Oaxaca"	1516	1808	2.9e+07	7100000	224000	9	0.909090909090909	1	0.827699018538713	1	0.77
"Valley of Oaxaca 200 499"	"Valley of Oaxaca"	200	499	14965144.9772727	11500	22500	2.8717008797654	0.423509005050032	0.333333333333333	0.563940092165899	0.125	0.265341614906832
"Valley of Oaxaca 500 899"	"Valley of Oaxaca"	500	899	8452.5	1720265.20347003	22500	2.76299077338242	0.476876794451878	0.297016861219196	0.706797235023041	0.125	0.265341614906832
"Valley of Oaxaca 900 1100"	"Valley of Oaxaca"	900	1100	9481.5	1720265.20347003	7413	2.5	0.539593925494532	0.254954907198538	0.59532537355118	0.125	0
"Yemeni Coastal Plain -110 149"	"Yemeni Coastal Plain"	-110	149	14965144.9772727	1720265.20347003	170408.662280702	3.89639720613096	0.580672710991492	0.822656410653258	0.776347360201594	0.125	0.58918054618893
"Yemeni Coastal Plain -1200 -801"	"Yemeni Coastal Plain"	-1200	-801	14965144.9772727	1720265.20347003	170408.662280702	3.64639720613096	0.580672710991492	0.779759913211307	0.680299781197258	0.642525218529877	0.58918054618893
"Yemeni Coastal Plain -3500 -1201"	"Yemeni Coastal Plain"	-3500	-1201	14965144.9772727	1720265.20347003	170408.662280702	3.52139720613096	0.580672710991492	0.779759913211307	0.680299781197258	0.642525218529877	0.58918054618893
"Yemeni Coastal Plain -450 -111"	"Yemeni Coastal Plain"	-450	-111	14965144.9772727	1720265.20347003	35000	4.02139720613096	0.580672710991492	0.863154571931006	0.677353396418897	0.125	0.58918054618893
"Yemeni Coastal Plain -800 -451"	"Yemeni Coastal Plain"	-800	-451	14965144.9772727	1720265.20347003	35000	4.02139720613096	0.580672710991492	0.801492389489237	0.776347360201594	0.125	0.58918054618893
"Yemeni Coastal Plain 1454 1517"	"Yemeni Coastal Plain"	1454	1517	14965144.9772727	1720265.20347003	170408.662280702	4.38340643274854	0.842185062738422	0.963930348258706	0.851595820661322	0.947916666666667	0.77
"Yemeni Coastal Plain 1538 1636"	"Yemeni Coastal Plain"	1538	1636	2.4e+07	4710000	570000	7.125	1	1	0.888528138528139	1	0.736796875
"Yemeni Coastal Plain 1637 1805"	"Yemeni Coastal Plain"	1637	1805	14965144.9772727	1720265.20347003	170408.662280702	3.25	0.550721583466766	0.688191582765682	0.706797235023041	0.954577464788732	0.65394918949531
