"pol"	"place"	"time1"	"time2"	"Polity.Population"	"Polity.territory"	"Population.of.the.largest.settlement"	"scale.of.supracultural.interaction"	"ML11"	"ML6"	"ML1"	"ML4"	"ML2"	"ML3"	"ML7"	"ML5"	"ML9"	"ML12"	"ML8"	"ML10"
"Susiana -5700 -5101"	"Susiana"	-5700	-5101	14965144.9772727	1720265.20347003	437.5	6576506.57777778	-1.59032130749703	-0.59572250781496	-1.36834875610855	0.183242502868238	0.295621902628764	0.569941679087755	-0.642913485380979	0.234528618947756	-1.35312622717735	-1.42556395425214	-1.3077468483233	-0.191360091368412
"Susiana -6000 -5701"	"Susiana"	-6000	-5701	14965144.9772727	1720265.20347003	437.5	6576506.57777778	-1.62933561092607	-0.463925762699016	-1.32380322725343	0.228983115181601	0.36388075318286	0.448774332891614	-0.685412364940658	0.402643345782115	-1.50486632888648	-1.24184623390786	-1.11953447408897	-0.253236728170089
"Susiana -612 -540"	"Susiana"	-612	-540	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-0.189695007737341	0.231860723310579	0.238013542678981	0.700515462265891	0.878708368712045	-1.89195343982605	-0.668856764809142	-1.48369036731222	0.599697718670434	0.901457094294551	-0.41973812901448	0.659942819369836
"Susiana -7000 -6001"	"Susiana"	-7000	-6001	14965144.9772727	1720265.20347003	437.5	6576506.57777778	-1.67249361921077	-1.19567458392196	-1.09625713428504	0.209218875378435	0.497248157689106	0.488546611271976	-0.603381862599108	0.509144093201965	-1.82046336459318	-1.2639271491445	-1.32429391244882	-0.259032407884423
"Susiana -7200 -7001"	"Susiana"	-7200	-7001	14965144.9772727	1720265.20347003	375	6576506.57777778	-1.56488051149556	-0.980900957137656	-1.33300037785001	0.0698669366878975	0.28557566635876	0.647496797837205	-0.637176021929189	0.292996394267886	-1.29406009958529	-1.3619075310119	-1.15606927618043	-0.0397782837321508
"Susiana -743 -647"	"Susiana"	-743	-647	14965144.9772727	320000	170408.662280702	6576506.57777778	-0.123094993513303	0.309763450200387	-0.0156587004565504	0.838777956636975	0.8647501774434	-1.94272698120653	-0.714855592088517	-1.45066822988806	0.931483374676161	1.12792041148182	-0.324699282407076	0.651576282662589
"Susiana -7800 -7201"	"Susiana"	-7800	-7201	14965144.9772727	1720265.20347003	375	6576506.57777778	-1.59409328841034	-1.16498615410934	-1.24123469098813	-0.0584634519362989	0.394906958127144	0.596993178274851	-0.583790608688085	0.332578354038465	-1.43686730362415	-1.12929428118071	-1.11991212719557	-0.144821973674893
"Susiana -900 -744"	"Susiana"	-900	-744	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-0.0251205899757882	0.147024607633997	-0.0349276901528121	0.539976457927261	0.872894836116251	-1.98931675931435	-0.620176350630037	-1.57487242343571	0.322154314461382	1.17743325181023	-0.435492104379553	0.654382109671755
"Susiana 1056 1190"	"Susiana"	1056	1190	12100000	4250000	750000	3250000	1.07545470253847	0.830636295589957	0.74052641949297	0.13455234639016	0.0911716076238142	0.919684928319655	-0.284809379883728	1.44851427865947	0.0397440320031588	0.390707106472061	-0.505981534279904	0.878382072458666
"Susiana 1191 1207"	"Susiana"	1191	1207	3900000	750000	1e+06	3500000	0.923314184712323	0.511413585571159	0.908322873035977	0.284106707085636	0.21755446610052	0.979645635208274	-0.280647873136664	1.84998260022162	-0.332795239220206	0.521125619034017	-0.465975407164848	0.811291381879472
"Susiana 1263 1335"	"Susiana"	1263	1335	5250000	3800000	150000	2.5e+07	1.01743386879788	0.73242374280495	0.866671259578738	0.284985984215893	0.235093147858738	0.823219951603879	0.0340352648626342	1.5077637004522	-0.161921027628063	0.850926915030396	-0.512566937212749	0.702682710165926
"Susiana 1394 1470"	"Susiana"	1394	1470	4.9e+07	5500000	150000	8500000	1.12449839429366	0.618579007361926	0.901743291349264	0.192050754111716	0.336394391961012	0.79145348716172	-0.228114966702035	1.64589262214334	-0.299271016445065	0.438601819695299	-0.466772191189951	0.371322897906517
"Susiana 1471 1504"	"Susiana"	1471	1504	14965144.9772727	1800000	170408.662280702	6576506.57777778	0.774829300930125	0.476553595896977	0.9259065759818	0.244661350018797	0.307220241758281	0.868926795733239	1.94783649383771	0.16790477713851	-0.175382092139658	0.260479382088573	-0.356456836049981	0.631976794106264
"Susiana 1505 1722"	"Susiana"	1505	1722	9e+06	2700000	2e+05	2700000	0.899295497761156	0.675487582566053	0.881355002843188	0.28348144658165	0.26008881182058	0.913400983464906	1.93486965863251	0.162166102017531	-0.202224003996898	-0.0521938126430085	-0.404072893202534	0.505205176021072
"Susiana 1794 1925"	"Susiana"	1794	1925	8e+06	1600000	140000	6576506.57777778	0.846126940293338	0.485855488929493	0.901345509770714	0.16381437095171	0.22703451542912	0.889271328787479	2.31446519588902	1.37368716766301	-0.357891242452844	0.22515743850624	0.226403326745522	0.705794916505123
"Susiana 220 498"	"Susiana"	220	498	5e+06	2900000	1e+05	3250000	0.965184990383008	0.584955380203271	0.895545735133613	0.432588321552261	0.486629740385932	0.768351284888998	-0.495211360902003	1.76515391892977	-0.881679052451801	0.250201794897049	-0.356075134874959	0.214492822334139
"Susiana 25 215"	"Susiana"	25	215	14965144.9772727	1720265.20347003	25000	6576506.57777778	0.985112729442332	0.378585744977851	0.772468244983483	0.192906571842911	0.22002102893231	0.78217773231501	-0.429850981423398	-0.0445122305070627	0.0856004963089403	0.403560653772117	-0.146500021980915	0.897734974029402
"Susiana 499 642"	"Susiana"	499	642	8900000	3050000	4e+05	3250000	1.05746746061228	0.609176515454189	0.821186292215369	0.297364129586237	0.222701911099328	0.911729665239964	-0.446208966663929	1.520282441462	-0.0595124674926684	0.446048699247355	-0.576787262828222	0.707697876934961
"Susiana 663 749"	"Susiana"	663	749	2.8e+07	9e+06	3e+05	9e+06	0.783024780603128	0.784497024084217	0.728272873730573	0.768289839796159	0.0673188495582884	1.06543500266264	-0.528676186796941	1.38726491878983	-0.0321694798733611	0.0354058781075777	-0.457406260267999	1.16589738631475
"Susiana 750 946"	"Susiana"	750	946	2.1e+07	1e+06	3e+05	1.1e+07	0.963690624997322	0.784409911637312	0.770892764844487	0.481014977301372	0.0604396406174179	1.06847566374183	-0.365980054805674	1.70805454132571	-0.199366344189203	0.247824705292515	-0.276091815345032	1.03221168501622
"Susiana 947 1055"	"Susiana"	947	1055	5e+06	9e+05	512500	3250000	0.91907773465273	0.588773414714613	0.643794783969759	0.644990229809635	0.301335292426005	0.856998336418349	-0.369998587211704	1.69377545763116	-0.186182801231316	0.355975597487923	-0.508436590307603	0.668366212974338
"Upper Egypt -1070 -761"	"Upper Egypt"	-1070	-761	14965144.9772727	210000	1e+05	350000	-0.668083994843539	0.505591534736062	0.975470974254243	1.10808279475461	0.589701384216887	0.950901086447237	-0.856850506866564	-0.262166555428116	-0.531121464030671	-0.0599176912497357	1.45555267379163	0.636191855703763
"Upper Egypt -1293 -1071"	"Upper Egypt"	-1293	-1071	2500000	567000	275000	6576506.57777778	-0.852231532703383	0.549754227940043	0.870523455590495	1.08779057868475	0.771522539084375	0.79819348976775	-0.723010022200755	-0.0532150761182206	-0.452911938713409	0.9341368025091	1.56491031543627	0.331444750104553
"Upper Egypt -1550 -1294"	"Upper Egypt"	-1550	-1294	3925000	650000	65000	6576506.57777778	-0.589090668435094	0.437405506228468	1.00472074401493	0.939432775815008	0.635115964944919	0.792333352406939	-0.86824682882911	-0.312553438899328	-0.469984719237237	0.878450330001089	1.63970388901128	0.650830572785914
"Upper Egypt -1720 -1567"	"Upper Egypt"	-1720	-1567	14965144.9772727	15000	75000	6576506.57777778	-0.698349593670204	0.0906065593725859	0.532240215284652	1.28573051840736	0.734339115796371	0.368690493813306	-0.821433536086079	-0.40967914770015	0.0376854442076415	0.47162005048094	1.51889744364807	0.621688176188826
"Upper Egypt -2016 -1721"	"Upper Egypt"	-2016	-1721	2e+06	238000	30000	6576506.57777778	-1.78735839468578	0.548703214251445	1.28723638452583	1.01517325952729	0.914261902748555	0.671801568476685	-0.543811137828259	0.0886209120516713	-1.0549357991564	0.577488553765745	0.87533402552024	0.153384591119545
"Upper Egypt -2150 -2017"	"Upper Egypt"	-2150	-2017	14965144.9772727	30000	30000	6576506.57777778	-1.84333016720324	0.40528839695896	1.08394833105921	1.04572134898257	0.768011299090035	0.686450388012501	-0.351986526231041	0.0715944222752147	-0.845533651792685	0.740505766326044	0.77078121193742	0.181974292590958
"Upper Egypt -217 -32"	"Upper Egypt"	-217	-32	2500000	107000	3e+05	3750000	0.787500087723209	1.17918130776322	0.43935586858038	0.199675897124487	-0.0702483979831077	0.929950845879165	-0.213282045319168	-1.00587207127491	0.535973204704094	-0.512313074516724	0.963831620277369	0.974103161761547
"Upper Egypt -2350 -2151"	"Upper Egypt"	-2350	-2151	1500000	187500	40000	6576506.57777778	-1.77044042085667	0.69312122976318	1.36379415624255	0.890949704192231	0.671941987747269	0.759424335529913	-0.318361413998137	0.194298548816639	-1.24257645739233	0.815287421581089	1.01386270847037	0.280813351228702
"Upper Egypt -2650 -2351"	"Upper Egypt"	-2650	-2351	1250000	212500	30000	6576506.57777778	-1.77080771011534	0.671914188390023	1.37544352174084	0.814516509901547	0.322536639062634	0.541324202051431	-0.299601855017978	0.168842752957545	-1.23686225513599	1.09471468261782	1.04486521231798	-0.0761006266042885
"Upper Egypt -2900 -2651"	"Upper Egypt"	-2900	-2651	1150000	1e+05	13000	6576506.57777778	-2.39532387872985	-0.0553984668382296	0.929125483164129	1.15781332730354	0.643082888861679	0.790299734039922	-0.613225169081365	0.641179959840653	-0.873371746710749	-0.0568436437460346	0.627877534595524	-0.463712132706823
"Upper Egypt -305 -218"	"Upper Egypt"	-305	-218	7e+06	1e+06	1e+05	3750000	0.888941142458214	1.27067256655107	0.372954970198418	0.0803364736819801	-0.141463646076263	0.893512497533472	-0.0123039281602327	-1.10656672276465	0.606540232779088	-0.42470292721798	1.25262483617296	1.02357270971868
"Upper Egypt -31 283"	"Upper Egypt"	-31	283	6e+07	4500000	1050000	1.7e+07	0.907838438133429	1.02936069183968	0.868249605700526	0.955074668365681	0.272355729662642	0.0265660456297588	-0.503725618201766	0.768149503189283	-0.672566302603556	-6.06926157968196	-0.89091124124471	0.0768164291616099
"Upper Egypt -3100 -2901"	"Upper Egypt"	-3100	-2901	1e+06	80000	13000	6576506.57777778	-2.49510455705893	-0.0934385416383788	0.926889795627361	1.09752638243024	0.686559505283354	0.582738333233686	-0.676100882505767	0.76517401681722	-0.866118881385935	-0.815085893713664	0.415527027857647	-0.575644324890086
"Upper Egypt -3300 -3101"	"Upper Egypt"	-3300	-3101	50000	7500	10000	6576506.57777778	-1.94256104538446	-0.794426602089804	0.550100474342586	-0.304001837049807	0.491703683191965	0.366339704938614	-0.723824309200913	0.0821402245475861	-0.33061592192189	-0.319567471805647	0.287032731768804	-0.189435188207368
"Upper Egypt -3550 -3301"	"Upper Egypt"	-3550	-3301	13000	12500	10000	6576506.57777778	-1.93064260960127	-0.95895821068763	-1.32718892388073	-1.12061307949496	0.245930563407166	0.423329391716662	-0.66606572565976	-0.115202859324254	0.736586031464166	-0.27298696623469	1.43775736742112	-0.136420603271538
"Upper Egypt -3800 -3551"	"Upper Egypt"	-3800	-3551	14965144.9772727	3752.5	1025	6576506.57777778	-2.00226166579257	-1.3887340032516	-1.04118680762983	-2.07915356740096	0.465495542398487	0.448703273579213	-0.502097989685974	0.259353134401772	-1.35023207550703	-0.393717535719646	-1.0739636751023	-0.309866286100134
"Upper Egypt -404 -343"	"Upper Egypt"	-404	-343	2750000	550000	75000	375000	0.386100467065319	0.756576685472676	0.700217091768166	0.476265309919818	0.217578057471042	0.958138713122573	-0.576428111777307	-0.3074903190487	0.245057522294268	-0.867784604240368	0.491962189203395	0.789649729264527
"Upper Egypt -4400 -3801"	"Upper Egypt"	-4400	-3801	14965144.9772727	1720265.20347003	62.5	6576506.57777778	-1.92266313445021	-1.58571570873075	-1.04031614357411	-2.55946651647473	0.41433219048362	0.456519352257545	-0.530935053066153	0.206127028145553	-1.21783327356729	-0.253803321700607	-0.998169860236506	-0.202687709654997
"Upper Egypt -525 -405"	"Upper Egypt"	-525	-405	2.6e+07	4e+06	2e+05	2750000	1.10956869174297	1.28434914452763	0.422149676452409	0.285413383537413	-0.323368324786156	0.832581144945111	0.0958176917902568	-1.06733836031187	0.471140233075478	0.139815748963582	0.445144645659283	1.34867932906872
"Upper Egypt -655 -526"	"Upper Egypt"	-655	-526	2150000	350000	50000	375000	0.125365212931626	0.564919052859843	0.829358785725414	0.860860277301439	0.405280317495784	0.705044405123162	-0.751440215565094	-0.142368824234262	-0.476250432459802	0.0745736660488872	2.00335189936299	0.830350109187009
"Upper Egypt -760 -656"	"Upper Egypt"	-760	-656	2750000	650000	65000	2e+05	-0.149982793108432	0.343597019835071	0.933029108557461	1.05221773910637	0.701484963673513	0.728404283907031	-0.784382170125611	-0.132117139199943	-0.54584849329484	-0.148558102769067	1.58057113004066	0.269607650957695
"Upper Egypt 1171 1259"	"Upper Egypt"	1171	1259	9250000	1595000	2e+05	1.1e+07	0.796577665847744	0.865588732885475	0.853134532581496	0.800604852957917	0.302170178269755	0.821010760230824	-0.352807633178038	1.25048569006083	-0.236255797088919	0.728132029019596	-0.601282076685437	0.698341518185263
"Upper Egypt 1260 1347"	"Upper Egypt"	1260	1347	5500000	2100000	350000	1.1e+07	0.911215173638118	1.01483762137584	0.795145477096289	0.145559483273672	0.0677034610342439	0.941236002375457	0.099357844783665	1.58020145320893	-0.143436107465375	0.346877449257956	-0.224388503814974	0.882079795284607
"Upper Egypt 1348 1411"	"Upper Egypt"	1348	1411	3500000	2100000	250000	1.1e+07	0.913459363463467	1.01677295121362	0.795041504571746	0.138975288064256	0.0641876145364143	0.946221470704155	0.102642032918298	1.60184455795124	-0.146447636499628	0.341729056283472	-0.225103046514485	0.885769749572252
"Upper Egypt 1412 1516"	"Upper Egypt"	1412	1516	3200000	2100000	275000	1.1e+07	1.00773051246001	1.03898931264372	0.812296471483514	0.0682323636247924	0.00452704216394643	0.949671409270948	2.15219064413586	1.45617944340833	-0.205706614289528	0.303726766593183	-0.0255366188986324	0.914658596874577
"Upper Egypt 1517 1682"	"Upper Egypt"	1517	1682	2.8e+07	4836000	675000	4750000	1.22645069518638	1.11758568419212	0.676002076590363	0.214932705862568	-0.0281246426344699	0.839295150458592	2.29309108524666	1.16911378795084	-0.0197726768989328	0.866157460424656	0.256721285806758	0.934267024721661
"Upper Egypt 1683 1798"	"Upper Egypt"	1683	1798	2.4e+07	4710000	570000	6576506.57777778	1.08150958935645	1.13926178289544	0.696955582214402	-0.154684806336523	-0.0678432659211303	0.899452317627944	2.91666787172641	1.19303332233377	-0.0169721190696679	0.928942053736479	0.232387633779032	0.940569492856216
"Upper Egypt 284 394"	"Upper Egypt"	284	394	5.5e+07	4250000	8e+05	1.7e+07	0.937737208153448	0.981714040167169	0.827169288981039	0.482945231663138	0.293101880989652	0.174842968692799	-0.378175284434619	1.97975239530374	-0.307823505750541	-1.55954502037185	-0.707006515674017	0.414062947504276
"Upper Egypt 395 632"	"Upper Egypt"	395	632	13750000	1600000	2e+05	13500000	1.07680366513416	1.10449226709083	0.533997120661039	0.714876233204338	-0.0635821298049348	0.813720256635818	-0.334814447168263	-0.700252812823981	0.307939301500306	0.718765078024771	0.0893963817816932	1.29077744613865
"Upper Egypt 661 749"	"Upper Egypt"	661	749	2.8e+07	9e+06	3e+05	9e+06	0.783024780603128	0.784497024084217	0.728272873730573	0.768289839796159	0.0673188495582884	1.06543500266264	-0.528676186796941	1.38726491878983	-0.0321694798733611	0.0354058781075777	-0.457406260267999	1.16589738631475
"Upper Egypt 750 867"	"Upper Egypt"	750	867	2.1e+07	1e+06	3e+05	1.1e+07	0.963690624997322	0.784409911637312	0.770892764844487	0.481014977301372	0.0604396406174179	1.06847566374183	-0.365980054805674	1.70805454132571	-0.199366344189203	0.247824705292515	-0.276091815345032	1.03221168501622
"Upper Egypt 868 969"	"Upper Egypt"	868	969	6500000	9e+05	150000	1.1e+07	0.841781433727372	0.610038128628604	0.847782576110784	0.697144376224523	0.198823294216948	1.02908929254926	-0.493439855271571	1.53581292529857	-0.191715206705535	0.35623245397677	-0.633973290922613	0.949182062221954
"Upper Egypt 970 1170"	"Upper Egypt"	970	1170	8750000	631000	120000	1.1e+07	0.795331855295932	1.09093386181063	0.837231244898607	0.469366476141715	0.197113334198306	0.888917636650652	-0.220885882586139	1.45348772382342	-0.230399379049491	0.608948132378821	-0.430940052032482	0.748784757871085
"Valley of Oaxaca -100 199"	"Valley of Oaxaca"	-100	199	45000	20000	14500	6576506.57777778	-0.757764555368228	-1.8598122288966	-1.99158283280105	0.146496042341578	-2.65530419685109	-0.804218098653326	-0.934591310761736	1.59559972285439	3.19720570810618	-0.798628575542158	3.56344125804403	-0.177523871714074
"Valley of Oaxaca -1150 -701"	"Valley of Oaxaca"	-1150	-701	14965144.9772727	1720265.20347003	1383.5	6576506.57777778	-0.885363540849649	-2.50407933311118	-1.34597725036087	0.033471965791297	-2.00377140159395	-1.10649604888752	-0.529174791521217	-0.600589551754083	-0.797701753116844	-0.587314039621379	0.0718165722746673	-0.70811074313981
"Valley of Oaxaca -1400 -1151"	"Valley of Oaxaca"	-1400	-1151	14965144.9772727	1720265.20347003	205.5	3000	-0.911411817113472	-2.6449016622273	-1.26724810882715	0.0790728633467257	-1.98280734749741	-1.01132432068731	-0.652827403919442	0.409718462135362	-0.924650882303132	-0.659437177163599	-0.106578039292476	-0.636877901729371
"Valley of Oaxaca -300 -101"	"Valley of Oaxaca"	-300	-101	55000	5000	17200	6576506.57777778	-0.78607046934235	-1.94797249809349	-1.92789569621928	0.149494779803806	-2.59017905454461	-0.837703463343215	-0.910982324886293	1.60773648039976	3.04544798687148	-0.80871050215661	3.46408052531417	-0.233339249756154
"Valley of Oaxaca -500 -301"	"Valley of Oaxaca"	-500	-301	15000	1300	2000	6576506.57777778	-0.916029346417812	-2.67413904143308	-1.5530238096163	0.144432395121114	-2.23232348423547	-0.912974835862677	-0.920784963570687	1.75062037502962	2.36770479973686	-0.877685435843196	2.86585034680141	-0.488220863021833
"Valley of Oaxaca -700 -501"	"Valley of Oaxaca"	-700	-501	1500	275	1000	150	-0.955276443649872	-2.6309378356551	-1.52413891370397	0.645834818979993	-2.21586145552966	-0.970361133896248	-0.912717839948585	-0.137173912083033	2.13431586137245	-0.927638830093981	2.58572241567271	-0.481874359640365
"Valley of Oaxaca 1101 1520"	"Valley of Oaxaca"	1101	1520	9481.5	1720265.20347003	7413	6576506.57777778	-1.41377445359101	-1.75294280991719	-1.70367974653316	-0.499675443952172	-2.67444232849747	-0.602791152992707	-0.545760274492686	0.371312906960234	3.15026678339914	-1.60416731736663	2.60631672865345	-0.206826634177251
"Valley of Oaxaca 1516 1808"	"Valley of Oaxaca"	1516	1808	2.9e+07	7100000	224000	6576506.57777778	0.687731154110652	1.0354921916189	0.629263590375212	0.619592888119311	0.00934616750203646	0.917126692805323	2.7616390746006	-0.974515755859631	0.225743346341603	0.421815093959778	0.219099256779453	1.0440731762749
"Valley of Oaxaca 200 499"	"Valley of Oaxaca"	200	499	14965144.9772727	11500	22500	6576506.57777778	-0.769607909043271	-1.88670171200927	-2.089946186889	0.235270373412124	-2.68388678198646	-0.912564279941336	-0.96685758295898	-0.553517661350827	3.40029141390118	-0.746580804921575	3.65626318621647	-0.0263322268823432
"Valley of Oaxaca 500 899"	"Valley of Oaxaca"	500	899	8452.5	1720265.20347003	22500	6576506.57777778	-0.836857475361721	-1.85946513747986	-2.05289733572262	0.262532135430839	-2.74888446745025	-0.878412659153518	-1.02670728952392	-0.752914533660919	3.68781615897172	-0.69337441306147	3.72131968779777	0.129540387373265
"Valley of Oaxaca 900 1100"	"Valley of Oaxaca"	900	1100	9481.5	1720265.20347003	7413	6576506.57777778	-1.41377445359101	-1.75294280991719	-1.70367974653316	-0.499675443952172	-2.67444232849747	-0.602791152992707	-0.545760274492686	0.371312906960234	3.15026678339914	-1.60416731736663	2.60631672865345	-0.206826634177251
"Yemeni Coastal Plain -110 149"	"Yemeni Coastal Plain"	-110	149	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	0.0647166163256342	0.0951769466068377	-1.79405362425292	0.0531652413270058	0.427086417869947	-1.67635097788339	0.0562263844186838	-0.111004573456135	2.67835620490688	-0.297496750762975	0.400383272843296	-0.506508071344573
"Yemeni Coastal Plain -1200 -801"	"Yemeni Coastal Plain"	-1200	-801	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-0.917069624598905	0.1179019131718	0.0776467113967333	-0.849724682186701	-0.0288214212337577	0.326816132045864	0.06192255607123	0.18837679797082	0.134525736032466	-0.732138512247927	-0.136851222545669	-0.106184235445653
"Yemeni Coastal Plain -3500 -1201"	"Yemeni Coastal Plain"	-3500	-1201	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	-0.933340161369916	0.215479531782585	0.174621330918386	-0.377612616445798	0.00676536912231661	0.36225787369627	0.118265474321016	0.270671410565531	-0.220584191104975	-0.851055532298956	-0.325586248584452	-0.17336958378052
"Yemeni Coastal Plain -450 -111"	"Yemeni Coastal Plain"	-450	-111	14965144.9772727	1720265.20347003	35000	6576506.57777778	0.0888222965842026	0.123112120849083	-1.9080112582277	0.120697428193374	0.480310092606595	-1.73548224526587	-0.0143123932056973	-0.188864285104867	2.61261556580858	-0.145598694420903	0.411482840039082	-0.603902333920389
"Yemeni Coastal Plain -800 -451"	"Yemeni Coastal Plain"	-800	-451	14965144.9772727	1720265.20347003	35000	6576506.57777778	-0.0337575305159604	0.0397341759098428	-1.81089992091255	0.205335147506193	0.447143582738167	-1.6678731680667	-0.0638421725134136	-0.203715418522425	2.69522533192602	-0.198734019215209	0.475159700305613	-0.47491608859736
"Yemeni Coastal Plain 1454 1517"	"Yemeni Coastal Plain"	1454	1517	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	0.857002337030142	0.740182686335534	0.605300162438981	0.126097453491809	0.137868138434013	0.927163743114353	0.825306108634296	1.19166430256151	0.298509832159136	0.821729857721274	-0.0700009244463278	0.830245108581946
"Yemeni Coastal Plain 1538 1636"	"Yemeni Coastal Plain"	1538	1636	2.4e+07	4710000	570000	6576506.57777778	1.08150958935645	1.13926178289544	0.696955582214402	-0.154684806336523	-0.0678432659211303	0.899452317627944	2.91666787172641	1.19303332233377	-0.0169721190696679	0.928942053736479	0.232387633779032	0.940569492856216
"Yemeni Coastal Plain 1637 1805"	"Yemeni Coastal Plain"	1637	1805	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	0.208446780109002	-0.513406767521643	0.901345143011209	-0.00604287571681155	0.466209355866044	1.16358939625247	0.804498517968133	1.74460928265867	0.0471392321392647	-0.321404270094232	-0.437641217512004	0.660133478142856
