	MCA_D1	MCA_D2	MCA_D3
0	-0.2850553573084072	-0.040090987690587894	0.029291068025353372
1	-0.41833790639012747	-0.0501951522722921	-0.0005777125876416505
2	-0.3502786454934499	-0.0812007042149296	0.022913040409021035
3	-0.32409777806485324	-0.031320513043923186	0.03793732897960711
4	-0.3504621350480559	-0.05513230781986223	0.03356576231699935
5	-0.35370957949479964	-0.05072147859895	0.014020594446623966
6	-0.060130433492616264	-0.016526517362406925	0.05751744465917552
7	-0.15780806215488194	-0.049135132047041945	0.00855088005983421
8	-0.050835244645244713	-0.027551737646945414	0.03223454127614015
9	-0.08773934809901586	-0.0016661846862690492	0.01443805995491986
10	-0.14269788242614734	-0.017578903369859233	0.012599038220797895
11	-0.3775989640901819	0.024229300148699597	-0.025318843184580282
12	-0.45432978476005403	0.018333072630360023	-0.008324972030483395
13	-0.4239883850033082	0.0062532842572762355	0.022540419433813817
14	-0.37047968575108836	-0.0031360258230101403	0.008984268332390665
15	-0.5681981241525368	-0.04454461558047931	-0.02016148625436091
16	-0.5907582467956497	-0.05340524282330848	-0.006788208088551493
17	-0.494080567744437	-0.0021584817138162876	0.005685923517962402
18	-0.5034334784765891	-0.0054107323506426665	0.008755409530711265
19	-0.5006708732068649	-0.010727269266498815	0.004227449436160025
20	-0.44370462068895034	-0.0070412056475761715	-0.014014475981448796
21	-0.31708399093274875	-0.021176475921744205	-0.014822356649055955
22	-0.6474003228921218	-0.06415139064336305	-0.015162179131200994
23	-0.6250738815031612	-0.05009280987648812	-0.011166887211104396
24	-0.5951122881547671	-0.04745045280658843	-0.018870581207660626
25	-0.5605266556172838	-0.032325994613939604	-0.002749487097835044
26	-0.4966567808823982	-0.025161323328180295	-0.014687101529531281
27	-0.08883831424869486	0.0038776209793911893	0.013339464593770917
28	0.041453984930223314	-0.01213032992418822	0.003920848667669494
29	0.1688277886955342	-0.011574737186131742	0.0029586322410351355
30	0.1323506514733534	0.0033550997668005695	0.009247508256374824
31	0.15229031251199188	-0.0038626700590522435	0.008230929156740084
32	0.1411302837407731	-0.01939349199468551	-0.023166092811526148
33	0.11315476962151982	-0.03057921310555251	-0.009169950601082196
34	0.029825811584372315	0.033221755107274306	-0.002613150059544776
35	-0.009522819443020419	0.05227868328210755	-0.0082272828730448
36	0.05598817233073353	0.028811143412121532	0.01631287223653543
37	0.12621071146040894	0.013635392251290701	0.015211841345495272
38	-0.15855334235633853	0.04099227878260868	-0.03013795361292773
39	0.14491132177191698	0.024400438580065235	-5.609530902429204e-06
40	0.10472885551162102	0.017291660624660303	0.0038750041663100764
41	0.11452320727733512	-0.04781112224477089	-0.01057476682441718
42	0.04630285186598926	-0.004534744293609467	-0.00094507842391373
43	0.1287195478523802	0.014530062618983524	-0.006939793667600337
44	-0.08210982507629493	0.03065925758782432	0.02494818703666138
45	-0.17662804286469608	0.0031262154150121157	0.02336692251338095
